தொடங்கும் எழுத்து,பெயர்,பொருள்,ஆண்,பெண்
ஊ,ஊக்கமுனைவன்,,ஆண்,
ஊ,ஊக்கமெய்யன்,,ஆண்,
ஊ,ஊக்கவலவன்,,ஆண்,
ஊ,ஊக்கவள்ளல்,,ஆண்,
ஊ,ஊக்கவாணன்,,ஆண்,
ஊ,ஊக்கவாளன்,,ஆண்,
ஊ,ஊக்கவீரன்,,ஆண்,
ஊ,ஊரகன்,,ஆண்,
ஊ,ஊரண்ணல்,,ஆண்,
ஊ,ஊரன்,,ஆண்,
ஊ,ஊரன்பன்,,ஆண்,
ஊ,ஊரப்பன்,,ஆண்,
ஊ,ஊரமுதன்,,ஆண்,
ஊ,ஊரமுது,,ஆண்,
ஊ,ஊரறிஞன்,,ஆண்,
ஊ,ஊரறிவன்,,ஆண்,
ஊ,ஊரலை,,ஆண்,
ஊ,ஊரழகன்,,ஆண்,
ஊ,ஊரழகு,,ஆண்,
ஊ,ஊரான்,,ஆண்,
ஊ,ஊராற்றல்,,ஆண்,
ஊ,ஊராளன்,,ஆண்,
ஊ,ஊராழி,,ஆண்,
ஊ,ஊரிசை,,ஆண்,
ஊ,ஊரினியன்,,ஆண்,
ஊ,ஊரின்பம்,,ஆண்,
ஊ,ஊருடையான்,,ஆண்,
ஊ,ஊருணி,,ஆண்,
ஊ,ஊருணிக்காவலன்,,ஆண்,
ஊ,ஊருணிக்கிள்ளி,,ஆண்,
ஊ,ஊருணிக்கிழான்,,ஆண்,
ஊ,ஊருணிக்கீரன்,,ஆண்,
ஊ,ஊருணித்துரை,,ஆண்,
ஊ,ஊருணிநம்பி,,ஆண்,
ஊ,ஊருணிநாகன்,,ஆண்,
ஊ,ஊருணிநாடன்,,ஆண்,
ஊ,ஊருணிநிலவன்,,ஆண்,
ஊ,ஊருணிமருதன்,,ஆண்,
ஊ,ஊருணிமுத்தன்,,ஆண்,
ஊ,ஊருணியன்பன்,,ஆண்,
ஊ,ஊருணியப்பன்,,ஆண்,
ஊ,ஊருருவன்,,ஆண்,
ஊ,ஊரெழினி,,ஆண்,
ஊ,ஊரெழிலன்,,ஆண்,
ஊ,ஊரெழிலோன்,,ஆண்,
ஊ,ஊரையன்,,ஆண்,
ஊ,ஊரொலி,,ஆண்,
ஊ,ஊரோன்,,ஆண்,
ஊ,ஊர், குடி,ஆண்,
ஊ,ஊர்க்கண்ணு,,ஆண்,
ஊ,ஊர்க்கனல்,,ஆண்,
ஊ,ஊர்க்கனி,,ஆண்,
ஊ,ஊர்க்காவலன்,,ஆண்,
ஊ,ஊர்க்கிளி,,ஆண்,
ஊ,ஊர்க்கிள்ளி,,ஆண்,
ஊ,ஊர்க்கிழான்,,ஆண்,
ஊ,ஊர்க்கீரன்,,ஆண்,
ஊ,ஊர்க்குன்றன்,,ஆண்,
ஊ,ஊர்க்குமரன்,,ஆண்,
ஊ,ஊர்க்குரிசில்,,ஆண்,
ஊ,ஊர்க்குளத்தன்,,ஆண்,
ஊ,ஊர்க்கூத்தன்,,ஆண்,
ஊ,ஊர்க்கேள்வன்,,ஆண்,
ஊ,ஊர்க்கோ,,ஆண்,
ஊ,ஊர்க்கோடன்,,ஆண்,
ஊ,ஊர்க்கோன்,,ஆண்,
ஊ,ஊர்க்கோமான்,,ஆண்,
ஊ,ஊர்க்கோவன்,,ஆண்,
ஊ,ஊர்ச்சந்தனம்,,ஆண்,
ஊ,ஊர்ச்சான்றோன்,,ஆண்,
ஊ,ஊர்ச்சீரோன்,,ஆண்,
ஊ,ஊர்ச்சுடரோன்,,ஆண்,
ஊ,ஊர்ச்சுடர்,,ஆண்,
ஊ,ஊர்ச்சுனையான்,,ஆண்,
ஊ,ஊர்ச்செம்மல்,,ஆண்,
ஊ,ஊர்ச்செல்வன்,,ஆண்,
ஊ,ஊர்ச்செழியன்,,ஆண்,
ஊ,ஊர்ச்சேந்தன்,,ஆண்,
ஊ,ஊர்ச்சேரன்,,ஆண்,
ஊ,ஊர்ச்சோலை,,ஆண்,
ஊ,ஊர்ச்சோழன்,,ஆண்,
ஊ,ஊர்த்தங்கன்,,ஆண்,
ஊ,ஊர்த்திருவன்,,ஆண்,
ஊ,ஊர்த்தீ,,ஆண்,
ஊ,ஊர்த்துணை,,ஆண்,
ஊ,ஊர்த்துணைவன்,,ஆண்,
ஊ,ஊர்த்துரை,,ஆண்,
ஊ,ஊர்த்துறைவன்,,ஆண்,
ஊ,ஊர்த்தேவன்,,ஆண்,
ஊ,ஊர்த்தோன்றல்,,ஆண்,
ஊ,ஊர்த்தோழன்,,ஆண்,
ஊ,ஊர்நம்பி,,ஆண்,
ஊ,ஊர்நல்லன்,,ஆண்,
ஊ,ஊர்நாகன்,,ஆண்,
ஊ,ஊர்நெஞ்சன்,,ஆண்,
ஊ,ஊர்நெறியன்,,ஆண்,
ஊ,ஊர்நேயன்,,ஆண்,
ஊ,ஊர்ப்பரிதி,,ஆண்,
ஊ,ஊர்ப்பாவலன்,,ஆண்,
ஊ,ஊர்ப்பிள்ளை,,ஆண்,
ஊ,ஊர்ப்புகழன்,,ஆண்,
ஊ,ஊர்ப்புலவன்,,ஆண்,
ஊ,ஊர்ப்பெரியன்,,ஆண்,
ஊ,ஊர்ப்பொருநன்,,ஆண்,
ஊ,ஊர்ப்பொருப்பன்,,ஆண்,
ஊ,ஊர்ப்பொறை,,ஆண்,
ஊ,ஊர்ப்பொறையன்,,ஆண்,
ஊ,ஊர்ப்பொழிலன்,,ஆண்,
ஊ,ஊர்மணி,,ஆண்,
ஊ,ஊர்மதி,,ஆண்,
ஊ,ஊர்மருதன்,,ஆண்,
ஊ,ஊர்மறவன்,,ஆண்,
ஊ,ஊர்மல்லன்,,ஆண்,
ஊ,ஊர்மள்ளன்,,ஆண்,
ஊ,ஊர்மாண்பன்,,ஆண்,
ஊ,ஊர்மாறன்,,ஆண்,
ஊ,ஊர்முகன்,,ஆண்,
ஊ,ஊர்முடி,,ஆண்,
ஊ,ஊர்முதல்வன்,,ஆண்,
ஊ,ஊர்முத்தன்,,ஆண்,
ஊ,ஊர்முத்து,,ஆண்,
ஊ,ஊர்வாணன்,,ஆண்,
ஊ,ஊர்வீரன்,,ஆண்,
ஊ,ஊர்வெற்பன்,,ஆண்,
ஊ,ஊர்வெற்றி,,ஆண்,
ஊ,ஊர்வேங்கை,,ஆண்,
ஊ,ஊர்வேலன்,,ஆண்,
ஊ,ஊர்வேல்,,ஆண்,
ஊ,ஊர்வைகை,,ஆண்,
ஊ,ஊற்றண்ணல்,,ஆண்,
ஊ,ஊற்றன்பன்,,ஆண்,
ஊ,ஊற்றன்பு,,ஆண்,
ஊ,ஊற்றப்பன்,,ஆண்,
ஊ,ஊற்றமுதன்,,ஆண்,
ஊ,ஊற்றமுது,,ஆண்,
ஊ,ஊற்றருவி,,ஆண்,
ஊ,ஊற்றறிவன்,,ஆண்,
ஊ,ஊற்றறிவு,,ஆண்,
ஊ,ஊற்றலை,,ஆண்,
ஊ,ஊற்றழகு,,ஆண்,
ஊ,ஊற்றாளன்,,ஆண்,
ஊ,ஊற்றினியன்,,ஆண்,
ஊ,ஊற்றின்பன்,,ஆண்,
ஊ,ஊற்றின்பம்,,ஆண்,
ஊ,ஊற்று,,ஆண்,
ஊ,ஊற்றுக்காவலன்,,ஆண்,
ஊ,ஊற்றுக்கிள்ளி,,ஆண்,
ஊ,ஊற்றுக்கிழான்,,ஆண்,
ஊ,ஊற்றுக்கீரன்,,ஆண்,
ஊ,ஊற்றுக்குமரன்,,ஆண்,
ஊ,ஊற்றுச்செல்வன்,,ஆண்,
ஊ,ஊற்றுத்தமிழ்,,ஆண்,
ஊ,ஊற்றுத்திறலோன்,,ஆண்,
ஊ,ஊற்றுத்திறல்,,ஆண்,
ஊ,ஊற்றுநம்பி,,ஆண்,
ஊ,ஊற்றுநாகன்,,ஆண்,
ஊ,ஊற்றுப்பேகன்,,ஆண்,
ஊ,ஊற்றுப்பொருப்பன்,,ஆண்,
ஊ,ஊற்றுப்பொழிலன்,,ஆண்,
ஊ,ஊற்றுவண்ணன்,,ஆண்,
ஊ,ஊற்றுவளத்தன்,,ஆண்,
ஊ,ஊற்றுவளவன்,,ஆண்,
ஊ,ஊற்றுவாணன்,,ஆண்,
ஊ,ஊற்றுவாரி,,ஆண்,
ஊ,ஊற்றுவெற்பன்,,ஆண்,
ஊ,ஊற்றொலி,,ஆண்,
ஊ,ஊழி,,ஆண்,
ஊ,ஊழிக்கணை,,ஆண்,
ஊ,ஊழிக்கண்ணன்,,ஆண்,
ஊ,ஊழிக்கண்ணு,,ஆண்,
ஊ,ஊழிக்கதிர்,,ஆண்,
ஊ,ஊழிக்கனல்,,ஆண்,
ஊ,ஊழிக்கீரன்,,ஆண்,
ஊ,ஊழிக்குமரன்,,ஆண்,
ஊ,ஊழிக்கூத்தன்,,ஆண்,
ஊ,ஊழிக்கோ,,ஆண்,
ஊ,ஊழிக்கோன்,,ஆண்,
ஊ,ஊழிக்கோமான்,,ஆண்,
ஊ,ஊழிக்கோவன்,,ஆண்,
ஊ,ஊழிச்சுடரோன்,,ஆண்,
ஊ,ஊழிச்சுடர்,,ஆண்,
ஊ,ஊழிச்செல்வன்,,ஆண்,
ஊ,ஊழிச்செழியன்,,ஆண்,
ஊ,ஊழிச்சேரன்,,ஆண்,
ஊ,ஊழிச்சோழன்,,ஆண்,
ஊ,ஊழித்தீ,,ஆண்,
ஊ,ஊழித்துணை,,ஆண்,
ஊ,ஊழித்துரை,,ஆண்,
ஊ,ஊழித்தேவன்,,ஆண்,
ஊ,ஊழிநம்பி,,ஆண்,
ஊ,ஊழிமுதல்வன்,,ஆண்,
ஊ,ஊழிமெய்யன்,,ஆண்,
ஊ,ஊழிமைந்தன்,,ஆண்,
ஊ,ஊழியண்ணல்,,ஆண்,
ஊ,ஊழியப்பன்,,ஆண்,
ஊ,ஊழியமுதன்,,ஆண்,
ஊ,ஊழியமுது,,ஆண்,
ஊ,ஊழியரசன்,,ஆண்,
ஊ,ஊழியரசு,,ஆண்,
ஊ,ஊழியான்,,ஆண்,
ஊ,ஊழியெரி,,ஆண்,
ஊ,ஊழியையன்,,ஆண்,
ஊ,ஊழியொலி,,ஆண்,
ஊ,ஊழியொளி,,ஆண்,
ஊ,ஊழிவண்ணன்,,ஆண்,
ஊ,ஊழிவல்லோன்,,ஆண்,
ஊ,ஊழிவள்ளல்,,ஆண்,
ஊ,ஊழிவழுதி,,ஆண்,
ஊ,ஊழிவீரன்,,ஆண்,
ஊ,ஊழிவெற்பன்,,ஆண்,
ஊ,ஊழிவெற்றி,,ஆண்,
ஊ,ஊழிவேங்கை,,ஆண்,
ஊ,ஊழிவேந்தன்,,ஆண்,
ஊ,ஊழிவேலன்,,ஆண்,
